split,filename,domain,lhs_class,rhs_class,lhs_area,rhs_area,violation_ratio,objects_in_image,lhs_bbox_index,rhs_bbox_index,review_reason
test,DAMIMAS_A21B_0246_1.jpg,DAMIMAS,B2,B4,936,4591,4.905,7,3,6,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0594_2.jpg,DAMIMAS,B2,B4,2464,12084,4.905,6,5,3,B2 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0135_3.jpg,DAMIMAS,B1,B2,2440,11925,4.888,5,3,1,B1 lebih kecil dari B2 dalam gambar yang sama
test,DAMIMAS_A21B_0847_6.jpg,DAMIMAS,B2,B3,3741,18264,4.883,4,3,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0441_2.jpg,DAMIMAS,B2,B4,525,2554,4.867,8,7,3,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0608_1.jpg,DAMIMAS,B2,B3,5067,24606,4.856,7,6,5,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0362_2.jpg,DAMIMAS,B3,B4,1137,5519,4.853,7,2,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0058_3.jpg,DAMIMAS,B1,B4,3007,14536,4.833,4,1,3,B1 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0429_4.jpg,DAMIMAS,B2,B3,2592,12480,4.814,9,4,6,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0602_3.jpg,DAMIMAS,B3,B4,1644,7899,4.805,6,5,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0680_1.jpg,DAMIMAS,B3,B4,5054,24281,4.804,8,3,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0805_4.jpg,DAMIMAS,B2,B3,5671,27165,4.790,7,5,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0721_1.jpg,DAMIMAS,B3,B4,8945,42398,4.740,7,6,2,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0678_3.jpg,DAMIMAS,B1,B3,4448,21083,4.740,4,3,2,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0312_4.jpg,DAMIMAS,B2,B3,3538,16735,4.730,6,4,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0680_1.jpg,DAMIMAS,B3,B4,2777,13029,4.692,8,5,4,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0510_3.jpg,DAMIMAS,B2,B4,4497,21074,4.686,7,6,4,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0827_7.jpg,DAMIMAS,B3,B4,1777,8316,4.679,6,4,5,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0562_3.jpg,DAMIMAS,B3,B4,4352,20103,4.619,7,4,5,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0709_3.jpg,DAMIMAS,B2,B3,12582,58115,4.619,7,4,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0722_4.jpg,DAMIMAS,B1,B2,9084,41867,4.609,4,3,1,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0287_2.jpg,DAMIMAS,B1,B2,6080,28001,4.606,3,0,1,B1 lebih kecil dari B2 dalam gambar yang sama
val,DAMIMAS_A21B_0404_2.jpg,DAMIMAS,B1,B3,4179,19226,4.601,5,4,1,B1 lebih kecil dari B3 dalam gambar yang sama
train,LONSUM_A21A_0088_3.jpg,LONSUM,B2,B3,1461,6695,4.582,6,5,0,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0617_1.jpg,DAMIMAS,B1,B4,4859,22176,4.563,5,4,2,B1 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0789_1.jpg,DAMIMAS,B1,B2,11774,53707,4.562,7,3,1,B1 lebih kecil dari B2 dalam gambar yang sama
val,DAMIMAS_A21B_0745_3.jpg,DAMIMAS,B1,B3,7065,32203,4.558,7,6,2,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0297_4.jpg,DAMIMAS,B2,B3,6223,28329,4.553,4,1,0,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0698_3.jpg,DAMIMAS,B1,B3,2736,12449,4.549,6,5,3,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0769_4.jpg,DAMIMAS,B3,B4,2431,11005,4.526,7,6,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0561_4.jpg,DAMIMAS,B3,B4,3442,15563,4.521,7,6,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0235_4.jpg,DAMIMAS,B2,B3,3465,15506,4.475,7,3,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0689_3.jpg,DAMIMAS,B2,B3,7328,32793,4.475,6,4,5,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0844_3.jpg,DAMIMAS,B2,B3,3178,14172,4.460,6,5,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,LONSUM_A21A_0048_3.jpg,LONSUM,B2,B3,3282,14607,4.450,4,3,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0009_1.jpg,DAMIMAS,B2,B3,2297,10184,4.434,2,1,0,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0644_4.jpg,DAMIMAS,B2,B4,13670,60545,4.429,6,5,1,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0844_3.jpg,DAMIMAS,B2,B3,3178,14054,4.423,6,5,4,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0609_2.jpg,DAMIMAS,B2,B3,12812,56641,4.421,4,2,0,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0734_1.jpg,DAMIMAS,B3,B4,2440,10757,4.409,3,1,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0840_8.jpg,DAMIMAS,B2,B3,4453,19567,4.394,6,2,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0102_2.jpg,DAMIMAS,B3,B4,2326,10216,4.392,5,4,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0769_4.jpg,DAMIMAS,B3,B4,2431,10643,4.377,7,6,5,B3 lebih kecil dari B4 dalam gambar yang sama
train,LONSUM_A21A_0088_2.jpg,LONSUM,B2,B3,1181,5160,4.368,4,3,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,LONSUM_A21A_0043_2.jpg,LONSUM,B3,B4,2291,10000,4.365,3,2,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0641_3.jpg,DAMIMAS,B2,B4,20566,89080,4.331,7,2,4,B2 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0398_2.jpg,DAMIMAS,B2,B4,1297,5614,4.328,7,6,4,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0298_3.jpg,DAMIMAS,B1,B3,4985,21559,4.325,5,4,3,B1 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0684_4.jpg,DAMIMAS,B2,B4,2319,10012,4.318,9,2,7,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0689_2.jpg,DAMIMAS,B3,B4,5298,22835,4.310,7,4,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0134_2.jpg,DAMIMAS,B2,B3,3054,13155,4.307,4,1,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0617_4.jpg,DAMIMAS,B2,B3,6672,28735,4.307,6,1,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0646_4.jpg,DAMIMAS,B2,B4,12833,55090,4.293,5,1,4,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0066_3.jpg,DAMIMAS,B3,B4,3084,13226,4.289,7,2,5,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0562_2.jpg,DAMIMAS,B2,B3,3510,15017,4.279,7,1,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0298_3.jpg,DAMIMAS,B1,B3,4985,21304,4.274,5,4,0,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0734_4.jpg,DAMIMAS,B2,B3,8137,34762,4.272,3,2,0,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0429_4.jpg,DAMIMAS,B2,B4,2592,11070,4.270,9,4,5,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0301_4.jpg,DAMIMAS,B2,B3,4736,20160,4.257,6,3,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0602_4.jpg,DAMIMAS,B3,B4,2948,12517,4.246,8,6,7,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0170_3.jpg,DAMIMAS,B2,B4,1829,7760,4.242,7,3,6,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0258_2.jpg,DAMIMAS,B2,B3,6535,27691,4.237,5,3,0,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0658_2.jpg,DAMIMAS,B2,B3,3683,15606,4.237,3,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0697_2.jpg,DAMIMAS,B3,B4,3807,16124,4.235,5,3,1,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0378_1.jpg,DAMIMAS,B1,B3,1993,8429,4.230,7,2,3,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0393_2.jpg,DAMIMAS,B2,B3,3450,14582,4.227,5,1,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0702_1.jpg,DAMIMAS,B1,B4,9908,41712,4.210,4,0,2,B1 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0317_3.jpg,DAMIMAS,B2,B3,3321,13970,4.206,3,1,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0827_4.jpg,DAMIMAS,B3,B4,1874,7873,4.201,5,1,4,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0393_3.jpg,DAMIMAS,B2,B3,3052,12814,4.199,6,3,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0686_3.jpg,DAMIMAS,B1,B3,14373,60332,4.198,5,0,2,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0589_4.jpg,DAMIMAS,B2,B3,10355,43348,4.186,6,3,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0282_2.jpg,DAMIMAS,B2,B3,4926,20591,4.180,4,3,1,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0614_2.jpg,DAMIMAS,B2,B3,9960,41598,4.177,7,6,4,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0601_2.jpg,DAMIMAS,B3,B4,5167,21548,4.170,4,2,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0669_3.jpg,DAMIMAS,B2,B3,4759,19846,4.170,7,0,6,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0701_3.jpg,DAMIMAS,B2,B3,10377,43247,4.168,6,0,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0831_1.jpg,DAMIMAS,B2,B3,6330,26376,4.167,7,6,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0677_1.jpg,DAMIMAS,B2,B4,3504,14535,4.148,8,3,1,B2 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0510_3.jpg,DAMIMAS,B2,B3,4497,18637,4.144,7,6,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0058_1.jpg,DAMIMAS,B1,B4,2471,10228,4.140,3,0,1,B1 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0282_1.jpg,DAMIMAS,B1,B3,4885,20185,4.132,4,2,1,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0610_3.jpg,DAMIMAS,B2,B3,9094,37053,4.074,6,1,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0625_4.jpg,DAMIMAS,B3,B4,3105,12635,4.069,8,1,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,LONSUM_A21A_0069_2.jpg,LONSUM,B3,B4,1192,4842,4.062,2,0,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0676_2.jpg,DAMIMAS,B1,B2,6930,28032,4.045,8,0,3,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0692_3.jpg,DAMIMAS,B2,B3,26492,106761,4.030,6,0,4,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0398_2.jpg,DAMIMAS,B2,B3,1297,5224,4.027,7,6,2,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0724_3.jpg,DAMIMAS,B1,B3,7194,28934,4.022,4,0,1,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0741_4.jpg,DAMIMAS,B1,B3,12456,50067,4.019,7,6,1,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0766_1.jpg,DAMIMAS,B1,B4,4242,17024,4.013,4,1,3,B1 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0266_3.jpg,DAMIMAS,B2,B3,3302,13190,3.994,5,4,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,LONSUM_A21A_0019_4.jpg,LONSUM,B2,B3,3615,14439,3.994,5,1,0,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0005_1.jpg,DAMIMAS,B2,B3,2469,9842,3.986,4,3,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0664_1.jpg,DAMIMAS,B3,B4,6074,24188,3.982,5,3,4,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0206_2.jpg,DAMIMAS,B2,B3,2487,9888,3.975,6,0,5,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0824_4.jpg,DAMIMAS,B2,B3,4531,17979,3.967,5,4,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0653_3.jpg,DAMIMAS,B3,B4,4053,16056,3.961,6,4,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0617_4.jpg,DAMIMAS,B2,B3,6672,26419,3.959,6,1,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0827_3.jpg,DAMIMAS,B2,B3,3871,15285,3.949,5,4,0,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0174_4.jpg,DAMIMAS,B3,B4,4955,19528,3.941,7,2,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0501_3.jpg,DAMIMAS,B2,B3,852,3354,3.938,6,2,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0394_3.jpg,DAMIMAS,B3,B4,1458,5723,3.925,7,4,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0501_3.jpg,DAMIMAS,B2,B3,852,3337,3.917,6,2,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0696_4.jpg,DAMIMAS,B2,B3,14912,58167,3.901,6,5,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0002_1.jpg,DAMIMAS,B3,B4,1493,5810,3.892,6,5,1,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0537_1.jpg,DAMIMAS,B2,B3,3048,11828,3.880,5,4,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0393_3.jpg,DAMIMAS,B2,B3,3305,12814,3.877,6,4,1,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0570_4.jpg,DAMIMAS,B2,B3,3153,12223,3.876,6,2,4,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0246_1.jpg,DAMIMAS,B2,B3,936,3624,3.872,7,3,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0273_4.jpg,DAMIMAS,B2,B3,6678,25845,3.870,3,2,0,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0441_2.jpg,DAMIMAS,B2,B3,525,2029,3.867,8,7,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0138_1.jpg,DAMIMAS,B2,B3,3180,12268,3.858,4,0,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0305_3.jpg,DAMIMAS,B2,B3,1337,5153,3.855,6,5,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0335_2.jpg,DAMIMAS,B1,B2,4672,17942,3.840,4,0,2,B1 lebih kecil dari B2 dalam gambar yang sama
val,DAMIMAS_A21B_0839_1.jpg,DAMIMAS,B2,B3,4816,18476,3.837,6,2,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0607_2.jpg,DAMIMAS,B2,B3,8723,33440,3.833,6,5,4,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0609_1.jpg,DAMIMAS,B3,B4,8449,32303,3.823,5,4,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0676_2.jpg,DAMIMAS,B1,B3,6930,26491,3.822,8,0,2,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0644_2.jpg,DAMIMAS,B3,B4,15766,60235,3.821,6,1,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0740_1.jpg,DAMIMAS,B2,B3,10276,39238,3.818,5,4,3,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0748_3.jpg,DAMIMAS,B3,B4,5420,20674,3.814,7,2,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0441_4.jpg,DAMIMAS,B3,B4,1883,7163,3.804,6,5,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0632_4.jpg,DAMIMAS,B3,B4,4304,16360,3.801,10,4,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0386_1.jpg,DAMIMAS,B2,B3,5245,19892,3.793,3,2,0,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0672_4.jpg,DAMIMAS,B2,B3,8060,30537,3.789,7,2,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0238_2.jpg,DAMIMAS,B1,B3,6505,24606,3.783,5,2,1,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0835_1.jpg,DAMIMAS,B3,B4,3405,12867,3.779,5,3,4,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0609_3.jpg,DAMIMAS,B3,B4,4628,17475,3.776,5,1,2,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0449_1.jpg,DAMIMAS,B2,B3,989,3733,3.773,7,6,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0756_2.jpg,DAMIMAS,B3,B4,5475,20574,3.758,6,1,2,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0749_1.jpg,DAMIMAS,B1,B3,3468,13033,3.758,8,3,4,B1 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0663_2.jpg,DAMIMAS,B3,B4,4131,15477,3.747,6,5,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0627_4.jpg,DAMIMAS,B1,B3,3554,13280,3.737,5,2,1,B1 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0046_1.jpg,DAMIMAS,B3,B4,4625,17267,3.734,4,1,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0676_1.jpg,DAMIMAS,B3,B4,10413,38822,3.728,4,3,0,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0098_4.jpg,DAMIMAS,B3,B4,1716,6385,3.720,5,3,1,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0005_4.jpg,DAMIMAS,B2,B3,1178,4382,3.720,5,4,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0506_3.jpg,DAMIMAS,B3,B4,5422,20130,3.712,9,6,4,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0537_1.jpg,DAMIMAS,B2,B3,3048,11302,3.708,5,4,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0163_4.jpg,DAMIMAS,B1,B3,4575,16954,3.705,8,0,4,B1 lebih kecil dari B3 dalam gambar yang sama
train,LONSUM_A21A_0019_4.jpg,LONSUM,B2,B3,3615,13362,3.696,5,1,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0664_3.jpg,DAMIMAS,B3,B4,4344,16045,3.694,8,6,2,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0680_4.jpg,DAMIMAS,B3,B4,18994,70132,3.692,6,5,4,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0342_3.jpg,DAMIMAS,B3,B4,1014,3743,3.691,7,3,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0262_4.jpg,DAMIMAS,B2,B3,8327,30618,3.677,6,3,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0686_1.jpg,DAMIMAS,B1,B3,7478,27483,3.675,7,3,1,B1 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0556_1.jpg,DAMIMAS,B3,B4,3371,12320,3.655,6,5,3,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0090_3.jpg,DAMIMAS,B2,B3,5114,18611,3.639,3,2,0,B2 lebih kecil dari B3 dalam gambar yang sama
val,DAMIMAS_A21B_0217_1.jpg,DAMIMAS,B2,B3,3673,13345,3.633,6,4,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0803_3.jpg,DAMIMAS,B3,B4,6298,22873,3.632,7,1,2,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0682_3.jpg,DAMIMAS,B1,B2,7885,28619,3.630,6,3,2,B1 lebih kecil dari B2 dalam gambar yang sama
train,DAMIMAS_A21B_0182_1.jpg,DAMIMAS,B2,B4,4677,16965,3.627,6,2,4,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0661_2.jpg,DAMIMAS,B3,B4,5750,20838,3.624,6,4,0,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0221_1.jpg,DAMIMAS,B2,B3,5881,21306,3.623,7,5,2,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0608_1.jpg,DAMIMAS,B3,B4,6920,25047,3.620,7,3,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0286_4.jpg,DAMIMAS,B2,B3,7643,27612,3.613,5,4,1,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0714_1.jpg,DAMIMAS,B3,B4,4931,17806,3.611,5,3,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0698_3.jpg,DAMIMAS,B3,B4,6670,24054,3.606,6,4,2,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0401_2.jpg,DAMIMAS,B3,B4,1214,4372,3.602,5,2,0,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0598_3.jpg,DAMIMAS,B2,B4,11785,42433,3.601,5,4,1,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0833_1.jpg,DAMIMAS,B2,B3,7743,27830,3.594,3,2,0,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0641_3.jpg,DAMIMAS,B2,B3,20566,73764,3.587,7,2,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,LONSUM_A21A_0004_1.jpg,LONSUM,B2,B3,2649,9500,3.586,5,4,3,B2 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0254_1.jpg,DAMIMAS,B3,B4,2741,9818,3.581,7,4,1,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0417_3.jpg,DAMIMAS,B3,B4,3098,11076,3.576,5,2,3,B3 lebih kecil dari B4 dalam gambar yang sama
val,DAMIMAS_A21B_0398_2.jpg,DAMIMAS,B1,B4,1572,5614,3.571,7,5,4,B1 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0053_2.jpg,DAMIMAS,B2,B4,2384,8508,3.568,4,2,0,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0809_2.jpg,DAMIMAS,B2,B3,9149,32592,3.562,6,1,3,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0549_2.jpg,DAMIMAS,B3,B4,4671,16636,3.561,3,1,0,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0106_2.jpg,DAMIMAS,B3,B4,2892,10290,3.559,6,5,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0625_4.jpg,DAMIMAS,B2,B3,11753,41766,3.554,8,5,4,B2 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0803_4.jpg,DAMIMAS,B3,B4,8108,28796,3.552,7,2,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0098_2.jpg,DAMIMAS,B3,B4,1856,6577,3.544,4,3,1,B3 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0804_2.jpg,DAMIMAS,B1,B3,5905,20928,3.544,5,4,1,B1 lebih kecil dari B3 dalam gambar yang sama
train,DAMIMAS_A21B_0740_1.jpg,DAMIMAS,B2,B4,10276,36390,3.541,5,4,1,B2 lebih kecil dari B4 dalam gambar yang sama
train,DAMIMAS_A21B_0632_4.jpg,DAMIMAS,B3,B4,4304,15228,3.538,10,4,7,B3 lebih kecil dari B4 dalam gambar yang sama
test,DAMIMAS_A21B_0490_2.jpg,DAMIMAS,B1,B3,6335,22364,3.530,6,1,2,B1 lebih kecil dari B3 dalam gambar yang sama
test,DAMIMAS_A21B_0449_1.jpg,DAMIMAS,B2,B3,989,3492,3.529,7,6,0,B2 lebih kecil dari B3 dalam gambar yang sama
